BMI (组),BMI,HR (组),HR,记录数,avg (组),avg,handedness,height,name,weight
Normal(19-24),23.745543254,Median(10-40),13,1,Median(0.2-0.28),.243,R,73,Steve Dillard,180
Normal(19-24),20.540540541,Lower(0-10),0,1,No recorder(0),0,R,74,Win Remmerswaal,160
Weighter(24-27),25.033783784,Lower(0-10),0,1,No recorder(0),0,R,74,Jeff Peterek,195
Weighter(24-27),25.675675676,Excellent(>180),271,1,Median(0.2-0.28),.268,R,74,George Scott,200
Weighter(24-27),24.370666667,Lower(0-10),0,1,No recorder(0),0,R,75,Jeff Shaver,195
Normal(19-24),23.745543254,Median(10-40),11,1,Median(0.2-0.28),.231,R,73,Ken Walters,180
Weighter(24-27),26.959459459,Excellent(>180),268,1,Median(0.2-0.28),.225,R,74,Gorman Thomas,210
Weighter(24-27),24.405141678,Lower(0-10),10,1,Median(0.2-0.28),.27,R,73,Paul Dade,185
Weighter(24-27),26.172646605,Excellent(>180),188,1,Median(0.2-0.28),.247,L,72,Darrell Porter,193
Normal(19-24),22.426346406,Lower(0-10),0,1,Median(0.2-0.28),.223,L,73,Tim Johnson,170
Normal(19-24),23.672448980,Lower(0-10),10,1,Median(0.2-0.28),.216,R,70,Fred Stanley,165
Normal(19-24),22.237755102,Median(10-40),15,1,Median(0.2-0.28),.26,B,70,Larry Bowa,155
Weighter(24-27),24.404879984,Median(10-40),12,1,Median(0.2-0.28),.27,L,71,Tim Corcoran,175
Weighter(24-27),25.033783784,High(40-180),146,1,Median(0.2-0.28),.25,L,74,Jim Spencer,195
Weighter(24-27),25.675675676,Median(10-40),27,1,Median(0.2-0.28),.257,L,74,Pete LaCock,200
Weighter(24-27),27.121913580,Lower(0-10),7,1,Low(0-0.2),.156,R,72,Carl Morton,200
Weighter(24-27),25.358989198,Median(10-40),24,1,Median(0.2-0.28),.24,R,72,Gary Gray,187
Normal(19-24),23.625288805,Median(10-40),31,1,High(>0.28),.307,L,69,Matty Alou,160
Weighter(24-27),25.033783784,Lower(0-10),0,1,No recorder(0),0,B,74,Pete Filson,195
Normal(19-24),23.672448980,High(40-180),77,1,Median(0.2-0.28),.26,L,70,Jim Dwyer,165
Normal(19-24),23.745543254,High(40-180),41,1,Median(0.2-0.28),.235,L,73,Dalton Jones,180
Normal(19-24),22.313033128,High(40-180),41,1,Median(0.2-0.28),.274,R,71,Rennie Stennett,160
Normal(19-24),23.745777778,Lower(0-10),0,1,No recorder(0),0,R,75,Jim Gideon,190
Weighter(24-27),24.391891892,Median(10-40),15,1,Median(0.2-0.28),.234,R,74,Jerry May,190
Weighter(24-27),25.799444555,Median(10-40),20,1,Median(0.2-0.28),.225,R,71,Rich McKinney,185
Weighter(24-27),24.370666667,Median(10-40),32,1,Median(0.2-0.28),.259,L,75,Clint Hurdle,195
Weighter(24-27),24.370666667,High(40-180),66,1,Median(0.2-0.28),.258,R,75,Mike Andrews,195
Weighter(24-27),25.765817901,Median(10-40),19,1,Median(0.2-0.28),.239,R,72,Bobby Clark,190
Normal(19-24),23.75,Lower(0-10),0,1,No recorder(0),0,L,74,Jeff Twitty,185
Weighter(24-27),26.167763158,Excellent(>180),196,1,Median(0.2-0.28),.258,R,76,Cliff Johnson,215
Weighter(24-27),25.675675676,Lower(0-10),0,1,No recorder(0),0,B,74,Steve Cummings,200
Weighter(24-27),25.4375,High(40-180),159,1,Median(0.2-0.28),.274,R,76,Donn Clendenon,209
Weighter(24-27),25.724338525,Median(10-40),29,1,Median(0.2-0.28),.255,R,73,Charlie James,195
Weighter(24-27),25.724338525,Excellent(>180),218,1,Median(0.2-0.28),.277,R,73,Bob Horner,195
Normal(19-24),23.085944830,Median(10-40),14,1,Median(0.2-0.28),.241,R,73,Tom Veryzer,175
Weighter(24-27),25.102162269,Lower(0-10),0,1,No recorder(0),0,R,71,Jose Cecena,180
Weighter(24-27),24.389795918,Lower(0-10),9,1,Median(0.2-0.28),.205,R,70,George Smith,170
Weighter(24-27),25.033783784,Median(10-40),33,1,Median(0.2-0.28),.244,R,74,Jim Essian,195
Weighter(24-27),25.821854913,Lower(0-10),3,1,Median(0.2-0.28),.239,R,66,Onix Concepcion,160
Normal(19-24),23.625288805,Lower(0-10),8,1,Median(0.2-0.28),.256,L,69,Boots Day,160
Normal(19-24),21.766747983,Lower(0-10),10,1,Median(0.2-0.28),.228,R,73,Brian Giles,165
Normal(19-24),21.871111111,High(40-180),117,1,High(>0.28),.285,R,75,Garry Maddox,175
Normal(19-24),23.672448980,Median(10-40),23,1,Median(0.2-0.28),.249,R,70,Alex Trevino,165
Weighter(24-27),26.037037037,Median(10-40),18,1,Median(0.2-0.28),.214,R,72,Jim Price,192
Normal(19-24),23.986510613,Median(10-40),22,1,Median(0.2-0.28),.279,R,71,Felix Millan,172
Weighter(24-27),27.546122449,Excellent(>180),272,1,High(>0.28),.294,R,70,Steve Garvey,192
Weighter(24-27),25.620444444,Excellent(>180),200,1,Median(0.2-0.28),.249,L,75,Don Mincher,205
Weighter(24-27),25.064740101,Lower(0-10),0,1,No recorder(0),0,R,73,Greg Erardi,190
Weighter(24-27),25.724338525,Lower(0-10),0,1,No recorder(0),0,R,73,Jim Farr,195
Fat(>27),28.478009259,Median(10-40),11,1,Low(0-0.2),.192,R,72,Tony Cloninger,210
Weighter(24-27),25.799444555,Median(10-40),30,1,Median(0.2-0.28),.226,L,71,Jim Gosger,185
Weighter(24-27),26.541836735,Median(10-40),17,1,Median(0.2-0.28),.238,R,70,Chuck Harrison,185
Weighter(24-27),25.620444444,High(40-180),81,1,Median(0.2-0.28),.269,R,75,Mike Ivie,205
Weighter(24-27),25.620444444,Lower(0-10),0,1,No recorder(0),0,R,75,Frank Dimichele,205
Weighter(24-27),24.496383958,Lower(0-10),0,1,Low(0-0.2),.114,B,78,Bob Veale,212
Weighter(24-27),24.404879984,Median(10-40),40,1,Median(0.2-0.28),.247,L,71,Marvell Wynne,175
Normal(19-24),23.493243243,Excellent(>180),242,1,Median(0.2-0.28),.278,R,74,Dusty Baker,183
Weighter(24-27),25.724338525,Lower(0-10),6,1,Median(0.2-0.28),.218,R,73,Tucker Ashford,195
Weighter(24-27),25.064740101,Median(10-40),16,1,Median(0.2-0.28),.212,R,73,Ned Yost,190
Weighter(24-27),25.102162269,Median(10-40),33,1,Median(0.2-0.28),.25,B,71,Bob Stinson,180
Normal(19-24),23.085944830,Lower(0-10),0,1,No recorder(0),0,R,73,Mike Warren,175
Weighter(24-27),24.950657895,Lower(0-10),6,1,Low(0-0.2),.131,R,76,Gaylord Perry,205
Weighter(24-27),24.009382623,Median(10-40),16,1,Median(0.2-0.28),.246,L,73,Dave Marshall,182
Weighter(24-27),25.675675676,Median(10-40),38,1,High(>0.28),.28,R,74,Mickey Hatcher,200
Normal(19-24),23.745777778,High(40-180),82,1,Median(0.2-0.28),.224,L,75,Roger Repoz,190
Weighter(24-27),24.370666667,Lower(0-10),0,1,No recorder(0),0,R,75,Bill Fulton,195
Weighter(24-27),26.870222222,Median(10-40),40,1,Median(0.2-0.28),.249,R,75,John Orsino,215
Normal(19-24),23.745777778,Lower(0-10),0,1,No recorder(0),0,R,75,Larry Anderson,190
Weighter(24-27),25.064740101,High(40-180),139,1,Median(0.2-0.28),.253,L,73,Johnny Briggs,190
Normal(19-24),22.496,Lower(0-10),0,1,No recorder(0),0,R,75,Craig Mitchell,180
Weighter(24-27),26.167763158,Median(10-40),37,1,Median(0.2-0.28),.229,R,76,Dave Hostetler,215
Weighter(24-27),25.033783784,Median(10-40),20,1,Median(0.2-0.28),.221,L,74,Bob Jones,195
Weighter(24-27),24.409722222,High(40-180),162,1,High(>0.28),.296,L,72,Keith Hernandez,180
Normal(19-24),23.120888889,Lower(0-10),0,1,No recorder(0),0,R,75,Alfredo Martinez,185
Weighter(24-27),24.995555556,Lower(0-10),0,1,Low(0-0.2),.066,R,75,Dean Chance,200
Weighter(24-27),25.087770062,High(40-180),123,1,Median(0.2-0.28),.262,L,72,Willie Upshaw,185
Weighter(24-27),25.824489796,High(40-180),80,1,Median(0.2-0.28),.24,R,70,Dick Green,180
Weighter(24-27),24.409722222,Median(10-40),14,1,Median(0.2-0.28),.276,L,72,Dane Iorg,180
Weighter(24-27),25.724338525,Excellent(>180),203,1,Median(0.2-0.28),.276,L,73,Richie Hebner,195
Weighter(24-27),26.085343228,Median(10-40),20,1,Median(0.2-0.28),.25,R,77,Fran Healy,220
Weighter(24-27),27.601351351,Median(10-40),15,1,Median(0.2-0.28),.238,R,74,Doc Edwards,215
Normal(19-24),20.672127704,Median(10-40),13,1,Median(0.2-0.28),.245,B,69,Sandy Alomar,140
Weighter(24-27),24.246326531,Lower(0-10),1,1,Median(0.2-0.28),.25,R,70,Joe Strain,169
Normal(19-24),23.731674383,Median(10-40),26,1,High(>0.28),.29,L,72,Gene Richards,175
Normal(19-24),23.745543254,Excellent(>180),201,1,Median(0.2-0.28),.279,R,73,Buddy Bell,180
Normal(19-24),23.745777778,Median(10-40),35,1,Median(0.2-0.28),.271,L,75,Al Woods,190
Normal(19-24),21.766747983,Median(10-40),18,1,Median(0.2-0.28),.271,L,73,Rudy Law,165
Weighter(24-27),24.306797099,Lower(0-10),0,1,No recorder(0),0,L,77,Joel Davis,205
Normal(19-24),23.368421053,High(40-180),127,1,Median(0.2-0.28),.245,R,76,Jody Davis,192
Normal(19-24),22.094285714,Lower(0-10),2,1,Median(0.2-0.28),.25,R,70,Mike Edwards,154
Normal(19-24),23.731674383,Lower(0-10),0,1,No recorder(0),0,R,72,Bill Mooneyham,175
Normal(19-24),23.745777778,Lower(0-10),0,1,No recorder(0),0,R,75,John Hobbs,190
Weighter(24-27),25.675675676,Excellent(>180),245,1,Median(0.2-0.28),.244,R,74,Deron Johnson,200
Normal(19-24),23.120888889,Lower(0-10),0,1,Low(0-0.2),.17,R,75,John Denny,185
Normal(19-24),23.242040816,High(40-180),77,1,Median(0.2-0.28),.242,R,70,Don Wert,162
Normal(19-24),23.731674383,Median(10-40),13,1,Median(0.2-0.28),.227,L,72,Mike Fiore,175
Normal(19-24),21.697530864,Lower(0-10),6,1,Median(0.2-0.28),.265,B,72,Miguel Dilone,160
Fat(>27),29.022330644,Excellent(>180),307,1,Median(0.2-0.28),.276,R,73,Greg Luzinski,220
Normal(19-24),23.707597699,High(40-180),86,1,Median(0.2-0.28),.265,L,71,Bobby Tolan,170
Normal(19-24),23.125,Lower(0-10),0,1,No recorder(0),0,R,76,Karl Best,190
Weighter(24-27),24.342105263,Lower(0-10),0,1,No recorder(0),0,L,76,Steve Barr,200
Weighter(24-27),24.102857143,Median(10-40),26,1,Median(0.2-0.28),.233,R,70,Ron Woods,168
Weighter(24-27),26.245333333,High(40-180),76,1,Median(0.2-0.28),.268,R,75,Tony Horton,210
Normal(19-24),23.707597699,High(40-180),82,1,Median(0.2-0.28),.236,R,71,Randy Hundley,170
Normal(19-24),23.010315414,Lower(0-10),2,1,Median(0.2-0.28),.261,L,71,Jose Tartabull,165
Normal(19-24),20.540540541,Excellent(>180),235,1,Median(0.2-0.28),.273,L,74,Ben Oglivie,160
Normal(19-24),21.824324324,Lower(0-10),0,1,No recorder(0),0,R,74,Luis Sanchez,170
Weighter(24-27),25.107142857,High(40-180),44,1,Median(0.2-0.28),.272,R,70,Bob Johnson,175
Weighter(24-27),25.056805525,High(40-180),93,1,Median(0.2-0.28),.264,B,67,Don Buford,160
Normal(19-24),23.731674383,Lower(0-10),1,1,Median(0.2-0.28),.271,L,72,Duane Kuiper,175
Weighter(24-27),26.870222222,Median(10-40),38,1,Median(0.2-0.28),.247,R,75,Brant Alyea,215
Weighter(24-27),25.620444444,Median(10-40),21,1,Median(0.2-0.28),.211,L,75,Jerry Narron,205
Normal(19-24),23.707597699,High(40-180),48,1,Median(0.2-0.28),.258,R,71,Lou Johnson,170
Weighter(24-27),25.087770062,Median(10-40),14,1,Median(0.2-0.28),.264,L,72,Ken Retzer,185
Weighter(24-27),25.033783784,Median(10-40),23,1,Median(0.2-0.28),.265,R,74,Mike Brown,195
Weighter(24-27),25.033783784,Lower(0-10),0,1,No recorder(0),0,R,74,Mike Brown,195
Weighter(24-27),25.620444444,High(40-180),113,1,Median(0.2-0.28),.26,L,75,Greg Walker,205
Normal(19-24),23.733552632,Median(10-40),36,1,Median(0.2-0.28),.253,R,76,Terry Harper,195
Normal(19-24),22.375578704,Median(10-40),40,1,Median(0.2-0.28),.249,R,72,Jerry Royster,165
Weighter(24-27),25.724338525,Lower(0-10),0,1,No recorder(0),0,L,73,Steve Davis,195
Weighter(24-27),24.950657895,Lower(0-10),0,1,No recorder(0),0,L,76,Jeff Rineer,205
Normal(19-24),23.745777778,High(40-180),56,1,Median(0.2-0.28),.272,R,75,Barry Bonnell,190
Weighter(24-27),25.724338525,Median(10-40),12,1,Low(0-0.2),.154,R,73,Tom Seaver,195
Weighter(24-27),25.724338525,High(40-180),85,1,Median(0.2-0.28),.251,R,73,Jerry Martin,195
Weighter(24-27),24.389795918,High(40-180),44,1,Median(0.2-0.28),.267,R,70,Bill Stein,170
Weighter(24-27),24.409722222,High(40-180),80,1,Median(0.2-0.28),.265,R,72,Joel Youngblood,180
Weighter(24-27),26.443865741,Excellent(>180),563,1,Median(0.2-0.28),.262,L,72,Reggie Jackson,195
Normal(19-24),22.148708255,Lower(0-10),7,1,Median(0.2-0.28),.251,L,69,Sonny Jackson,150
Weighter(24-27),26.085343228,Lower(0-10),0,1,No recorder(0),0,L,77,Mark Mercer,220
Normal(19-24),21.697530864,Lower(0-10),3,1,Median(0.2-0.28),.236,B,72,Rodney Scott,160
Weighter(24-27),25.845588235,Median(10-40),12,1,Median(0.2-0.28),.265,L,68,Rich Coggins,170
Normal(19-24),23.745543254,Median(10-40),14,1,Median(0.2-0.28),.238,R,73,Phil Gagliano,180
Weighter(24-27),24.409722222,Median(10-40),27,1,Median(0.2-0.28),.237,R,72,Jerry McNertney,180
Weighter(24-27),26.317567568,High(40-180),72,1,Median(0.2-0.28),.266,L,74,Mitchell Page,205
Weighter(24-27),25.102162269,Median(10-40),12,1,Median(0.2-0.28),.239,R,71,Kiko Garcia,180
Normal(19-24),21.833140432,Median(10-40),11,1,Median(0.2-0.28),.254,B,72,Larry Milbourne,161
Weighter(24-27),25.064740101,High(40-180),59,1,Median(0.2-0.28),.234,B,73,Bill Sudakis,190
Normal(19-24),22.496,Lower(0-10),0,1,No recorder(0),0,R,75,John Caneira,180
Normal(19-24),22.094285714,Lower(0-10),8,1,Median(0.2-0.28),.24,R,70,Domingo Ramos,154
Normal(19-24),23.75,High(40-180),42,1,Median(0.2-0.28),.265,B,74,Ron Oester,185
Normal(19-24),23.745543254,Median(10-40),34,1,High(>0.28),.28,L,73,Glenn Adams,180
Normal(19-24),23.085944830,Lower(0-10),0,1,No recorder(0),0,R,73,Clint Zavaras,175
Weighter(24-27),25.056805525,Excellent(>180),268,1,Median(0.2-0.28),.271,L,67,Joe Morgan,160
Weighter(24-27),25.765817901,Median(10-40),35,1,Median(0.2-0.28),.267,B,72,R.J. Reynolds,190
Weighter(24-27),25.559210526,Lower(0-10),0,1,No recorder(0),0,R,76,Mike Parrott,210
Weighter(24-27),25.033783784,High(40-180),106,1,Median(0.2-0.28),.255,L,74,Lee Thomas,195
Weighter(24-27),27.601351351,High(40-180),61,1,Median(0.2-0.28),.256,R,74,Ray Fosse,215
Normal(19-24),23.731674383,Median(10-40),14,1,Median(0.2-0.28),.233,B,72,Paul Popovich,175
Weighter(24-27),25.102162269,Median(10-40),12,1,Median(0.2-0.28),.216,L,71,John Stephenson,180
Weighter(24-27),24.409722222,Median(10-40),12,1,Median(0.2-0.28),.229,L,72,Doug Clemens,180
Weighter(24-27),25.087770062,Lower(0-10),0,1,No recorder(0),0,R,72,Luis Aponte,185
Weighter(24-27),24.409722222,Lower(0-10),7,1,Low(0-0.2),.199,R,72,Orlando Mercado,180
Normal(19-24),22.426346406,High(40-180),69,1,Median(0.2-0.28),.239,R,73,Charley Smith,170
Weighter(24-27),25.675675676,Lower(0-10),0,1,No recorder(0),0,R,74,Paul Boris,200
Normal(19-24),22.313033128,Lower(0-10),6,1,Median(0.2-0.28),.205,B,71,Buddy Biancalana,160
Normal(19-24),23.053626543,Lower(0-10),0,1,No recorder(0),0,R,72,De Wayne Buice,170
Weighter(24-27),25.064740101,Median(10-40),14,1,Median(0.2-0.28),.2,R,73,Bob Uecker,190
Normal(19-24),23.010315414,Median(10-40),27,1,Median(0.2-0.28),.254,R,71,Felix Torres,165
Weighter(24-27),25.824489796,High(40-180),52,1,Median(0.2-0.28),.271,L,70,Steve Braun,180
Weighter(24-27),24.405141678,High(40-180),84,1,Median(0.2-0.28),.271,R,73,Ray Knight,185
Normal(19-24),23.053626543,Lower(0-10),6,1,Median(0.2-0.28),.238,L,72,Ty Cline,170
Normal(19-24),21.871111111,Median(10-40),20,1,Median(0.2-0.28),.272,L,75,Thad Bosley,175
Normal(19-24),23.108108108,Excellent(>180),224,1,Median(0.2-0.28),.266,R,74,Bobby Grich,180
Normal(19-24),23.731674383,High(40-180),121,1,Median(0.2-0.28),.254,L,72,Jimmie Hall,175
Weighter(24-27),25.724338525,Median(10-40),26,1,Median(0.2-0.28),.219,R,73,John Boccabella,195
Normal(19-24),22.955102041,Lower(0-10),1,1,Median(0.2-0.28),.26,L,70,Brock Davis,160
Weighter(24-27),25.064740101,Lower(0-10),0,1,No recorder(0),0,R,73,Mark Esser,190
Weighter(24-27),25.033783784,High(40-180),112,1,Median(0.2-0.28),.237,L,74,Curt Blefary,195
Normal(19-24),22.516447368,Lower(0-10),0,1,No recorder(0),0,R,76,Daryl Smith,185
Weighter(24-27),25.064740101,Lower(0-10),0,1,No recorder(0),0,R,73,Dave Smith,190
Normal(19-24),23.745543254,High(40-180),133,1,Median(0.2-0.28),.252,L,73,Mack Jones,180
Normal(19-24),23.707597699,High(40-180),52,1,Median(0.2-0.28),.226,R,71,Buddy Bradford,170
Normal(19-24),23.085944830,Median(10-40),17,1,Median(0.2-0.28),.259,L,73,Hosken Powell,175
Weighter(24-27),24.405141678,Lower(0-10),0,1,No recorder(0),0,L,73,Dave Stapleton,185
Normal(19-24),23.481703884,High(40-180),41,1,Median(0.2-0.28),.271,R,73,Dave Stapleton,178
Weighter(24-27),25.033783784,High(40-180),130,1,Median(0.2-0.28),.276,R,74,Gary Ward,195
Normal(19-24),23.713948389,Lower(0-10),3,1,Low(0-0.2),.136,R,77,Jim Lonborg,200
Normal(19-24),23.731674383,Median(10-40),32,1,Median(0.2-0.28),.233,R,72,Joe Lis,175
Weighter(24-27),25.102162269,High(40-180),86,1,Median(0.2-0.28),.253,L,71,Dan Meyer,180
Weighter(24-27),24.409722222,Median(10-40),19,1,Median(0.2-0.28),.265,L,72,Jim Holt,180
Weighter(24-27),24.391891892,Lower(0-10),0,1,No recorder(0),0,R,74,Tom Klawitter,190
Normal(19-24),23.745777778,High(40-180),107,1,Median(0.2-0.28),.274,R,75,Larry Herndon,190
Normal(19-24),23.713948389,Lower(0-10),0,1,No recorder(0),0,L,77,Gary Christenson,200
Weighter(24-27),24.306797099,Lower(0-10),0,1,No recorder(0),0,R,77,Jim Wright,205
Normal(19-24),21.766747983,Lower(0-10),0,1,No recorder(0),0,R,73,Jim Wright,165
Normal(19-24),23.460455247,Lower(0-10),5,1,Median(0.2-0.28),.255,B,72,Wallace Johnson,173
Weighter(24-27),24.405141678,Lower(0-10),0,1,No recorder(0),0,L,73,Mike Kinnunen,185
Normal(19-24),23.053626543,Median(10-40),24,1,Median(0.2-0.28),.236,R,72,Eddie Leon,170
Normal(19-24),20.749704841,Lower(0-10),0,1,No recorder(0),0,L,77,Dave Rajsich,175
Weighter(24-27),24.404879984,Median(10-40),21,1,Median(0.2-0.28),.26,R,71,Jim Wohlford,175
Weighter(24-27),24.3853125,Lower(0-10),10,1,Low(0-0.2),.168,R,80,J.R. Richard,222
Normal(19-24),20.540540541,Median(10-40),19,1,Median(0.2-0.28),.227,L,74,Bill Voss,160
Weighter(24-27),25.765817901,High(40-180),121,1,Median(0.2-0.28),.279,R,72,Keith Moreland,190
Normal(19-24),22.237755102,Lower(0-10),0,1,No recorder(0),0,R,70,Ramon Pena,155
Weighter(24-27),27.799961420,High(40-180),78,1,High(>0.28),.288,R,72,Alex Johnson,205
Normal(19-24),23.745543254,Median(10-40),15,1,Median(0.2-0.28),.266,L,73,Wayne Krenchicki,180
Weighter(24-27),25.799444555,Lower(0-10),0,1,No recorder(0),0,R,71,Chico Escarrega,185
Normal(19-24),22.313033128,Lower(0-10),10,1,Median(0.2-0.28),.236,R,71,Dave Rosello,160
Weighter(24-27),25.995377778,Lower(0-10),0,1,No recorder(0),0,R,75,Cardell Camper,208
Normal(19-24),23.010315414,High(40-180),57,1,Median(0.2-0.28),.244,R,71,Paul Schaal,165
Weighter(24-27),24.404879984,Median(10-40),13,1,Median(0.2-0.28),.249,R,71,Tito Landrum,175
Normal(19-24),23.053626543,Median(10-40),14,1,Median(0.2-0.28),.237,R,72,Dave Edwards,170
Normal(19-24),22.237755102,Lower(0-10),7,1,Median(0.2-0.28),.257,R,70,Mario Guerrero,155
Normal(19-24),23.745543254,High(40-180),153,1,Median(0.2-0.28),.245,B,73,Tom Tresh,180
Weighter(24-27),24.391891892,Lower(0-10),0,1,No recorder(0),0,R,74,Mike Overy,190
Weighter(24-27),24.409722222,Median(10-40),17,1,Median(0.2-0.28),.238,B,72,Ron Roenicke,180
Normal(19-24),21.697530864,Lower(0-10),7,1,Median(0.2-0.28),.245,R,72,Doug Griffin,160
Normal(19-24),22.375578704,Lower(0-10),1,1,Low(0-0.2),.172,R,72,Steve Blass,165
Normal(19-24),21.182432432,Median(10-40),22,1,Median(0.2-0.28),.222,R,74,Johnnie LeMaster,165
Weighter(24-27),25.064740101,Lower(0-10),0,1,No recorder(0),0,R,73,Craig Chamberlain,190
Normal(19-24),22.955102041,Lower(0-10),2,1,Median(0.2-0.28),.226,R,70,Nate Oliver,160
Weighter(24-27),25.102162269,Lower(0-10),5,1,Low(0-0.2),.191,L,71,Ray Sadecki,180
Normal(19-24),23.745543254,Lower(0-10),6,1,Median(0.2-0.28),.213,R,73,Ken Rudolph,180
Weighter(24-27),26.317567568,Median(10-40),39,1,High(>0.28),.282,R,74,Wayne Nordhagen,205
Weighter(24-27),25.107142857,Median(10-40),21,1,Median(0.2-0.28),.257,B,70,Biff Pocoroba,175
Weighter(24-27),24.391891892,Median(10-40),30,1,Median(0.2-0.28),.234,L,74,Len Matuszek,190
Weighter(24-27),25.799444555,Lower(0-10),0,1,No recorder(0),0,R,71,Frank Eufemia,185
Weighter(24-27),24.389795918,Median(10-40),31,1,Median(0.2-0.28),.258,L,70,Joe Lefebvre,170
Weighter(24-27),24.391891892,Lower(0-10),7,1,Median(0.2-0.28),.201,L,74,Jim Maloney,190
Normal(19-24),22.237755102,Lower(0-10),5,1,Median(0.2-0.28),.251,R,70,Andre Robertson,155
Normal(19-24),23.75,Lower(0-10),3,1,Median(0.2-0.28),.204,R,74,Jerry Zimmerman,185
Weighter(24-27),27.891291410,Lower(0-10),0,1,No recorder(0),0,R,71,Jack Lazorko,200
Weighter(24-27),26.496726840,Lower(0-10),0,1,No recorder(0),0,R,71,Mike Paxton,190
Weighter(24-27),25.765817901,Excellent(>180),215,1,Median(0.2-0.28),.273,R,72,Chet Lemon,190
Weighter(24-27),24.391891892,Lower(0-10),0,1,No recorder(0),0,R,74,Rickey Keeton,190
Weighter(24-27),24.409722222,Lower(0-10),8,1,Median(0.2-0.28),.264,L,72,Phil Mankowski,180
Weighter(24-27),25.087770062,High(40-180),93,1,High(>0.28),.281,R,72,Cleon Jones,185
Normal(19-24),23.053626543,Lower(0-10),5,1,Low(0-0.2),.127,B,72,Joaquin Andujar,170
Weighter(24-27),24.409722222,High(40-180),90,1,Median(0.2-0.28),.247,L,72,Mike Lum,180
Normal(19-24),21.871111111,High(40-180),99,1,Median(0.2-0.28),.278,L,75,Johnny Grubb,175
Weighter(24-27),24.933391003,Median(10-40),25,1,Median(0.2-0.28),.213,R,68,Curt Motton,164
Weighter(24-27),25.988177895,Excellent(>180),389,1,Median(0.2-0.28),.267,R,73,Johnny Bench,197
Weighter(24-27),24.409722222,High(40-180),49,1,Median(0.2-0.28),.236,R,72,Dale Berra,180
Normal(19-24),23.745543254,Lower(0-10),0,1,No recorder(0),0,R,73,Terry Felton,180
Normal(19-24),23.085944830,Lower(0-10),8,1,Median(0.2-0.28),.236,B,73,Bob Meacham,175
Weighter(24-27),24.342105263,Lower(0-10),0,1,No recorder(0),0,R,76,Mark Clear,200
Weighter(24-27),24.389795918,Median(10-40),31,1,Median(0.2-0.28),.248,R,70,Carl Warwick,170
Weighter(24-27),24.800900732,High(40-180),45,1,Median(0.2-0.28),.223,R,73,Sam Bowens,188
Weighter(24-27),25.102162269,High(40-180),42,1,Median(0.2-0.28),.245,B,71,George Wright,180
Weighter(24-27),25.544843520,Median(10-40),37,1,Median(0.2-0.28),.236,R,69,Luis Aguayo,173
Normal(19-24),23.108108108,Lower(0-10),8,1,Median(0.2-0.28),.228,R,74,Hal Lanier,180
Weighter(24-27),25.033783784,Lower(0-10),0,1,No recorder(0),0,L,74,Mike Pazik,195
Weighter(24-27),24.246326531,Median(10-40),27,1,Median(0.2-0.28),.257,B,70,Len Randle,169
Weighter(24-27),24.409722222,Median(10-40),14,1,Median(0.2-0.28),.25,R,72,Greg Pryor,180
Weighter(24-27),26.308256173,Median(10-40),27,1,Median(0.2-0.28),.227,L,72,Jim Traber,194
Normal(19-24),22.955102041,Median(10-40),20,1,Median(0.2-0.28),.244,R,70,Dave Nelson,160
Weighter(24-27),25.840159630,Lower(0-10),7,1,Median(0.2-0.28),.252,R,69,Lynn Jones,175
Normal(19-24),22.955102041,Lower(0-10),3,1,Median(0.2-0.28),.245,B,70,Bryan Little,160
Weighter(24-27),25.840159630,Lower(0-10),5,1,Median(0.2-0.28),.227,R,69,Ken Suarez,175
Weighter(24-27),25.101869355,Lower(0-10),2,1,Median(0.2-0.28),.277,B,69,Rick Peters,170
Normal(19-24),23.75,Lower(0-10),6,1,Median(0.2-0.28),.241,L,74,Ron Stone,185
Normal(19-24),22.638157895,Lower(0-10),0,1,No recorder(0),0,R,76,Rich Barnes,186
Weighter(24-27),27.194009125,High(40-180),130,1,Median(0.2-0.28),.255,R,71,Tommie Agee,195
Normal(19-24),23.745543254,Excellent(>180),189,1,Median(0.2-0.28),.257,R,73,Bob Bailey,180
Weighter(24-27),25.033783784,Median(10-40),19,1,Median(0.2-0.28),.23,R,74,Cap Peterson,195
Weighter(24-27),24.391891892,Median(10-40),36,1,Median(0.2-0.28),.263,L,74,Ted Uhlaender,190
Weighter(24-27),26.915096211,Excellent(>180),248,1,High(>0.28),.285,B,71,Ted Simmons,193
Normal(19-24),22.313033128,Excellent(>180),252,1,Median(0.2-0.28),.277,L,71,Bobby Murcer,160
Normal(19-24),22.313033128,Lower(0-10),8,1,Median(0.2-0.28),.213,R,71,Dick Tracewski,160
Weighter(24-27),27.154010519,Lower(0-10),0,1,No recorder(0),0,R,78,Dave Frost,235
Weighter(24-27),24.409722222,Lower(0-10),0,1,No recorder(0),0,L,72,Mark Souza,180
Weighter(24-27),25.675675676,Median(10-40),25,1,Median(0.2-0.28),.241,R,74,Bill Nahorodny,200
Weighter(24-27),25.102162269,High(40-180),163,1,High(>0.28),.305,R,71,Bill Madlock,180
Weighter(24-27),25.033783784,High(40-180),105,1,Median(0.2-0.28),.254,R,74,Bob Boone,195
Normal(19-24),22.528250970,Lower(0-10),0,1,No recorder(0),0,L,77,Rick Jones,190
Weighter(24-27),26.443865741,High(40-180),130,1,Median(0.2-0.28),.278,L,72,Steve Kemp,195
